City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
351,Axim,GH,4.8699,-2.2405,77.86,88,99,6.93,overcast clouds
352,Shenjiamen,CN,29.9576,122.298,77.07,88,1,16.33,clear sky
353,Batticaloa,LK,7.7102,81.6924,80.04,82,100,4.27,overcast clouds
354,Porto Belo,BR,-27.1578,-48.5531,78.89,95,100,10.07,light rain
355,Kamaishi,JP,39.2667,141.8833,63.12,90,3,10.8,clear sky
356,Kindu,CD,-2.95,25.95,68.68,99,100,1.59,overcast clouds
357,Husavik,IS,66.0449,-17.3389,44.51,99,100,17.38,overcast clouds
358,Bowen,AU,-20.0167,148.2333,71.82,93,16,6.04,few clouds
359,Itoman,JP,26.1247,127.6694,80.98,65,20,13.8,few clouds
360,Acapulco,MX,16.8634,-99.8901,89.42,62,1,5.75,clear sky
361,Statesboro,US,32.4488,-81.7832,87.94,54,40,0.0,scattered clouds
362,Burnie,AU,-41.0667,145.9167,53.92,97,100,3.65,light rain
363,Bonthe,SL,7.5264,-12.505,78.08,85,100,5.59,light rain
364,Cabinda,AO,-5.55,12.2,78.94,78,40,9.22,scattered clouds
365,Maryville,US,35.7565,-83.9705,71.85,96,90,12.66,heavy intensity rain
366,Santa Fe,AR,-31.6333,-60.7,67.75,27,100,3.0,overcast clouds
367,Lasa,IT,46.6166,10.7002,58.08,97,89,5.59,overcast clouds
368,Havre,FR,49.5833,0.3333,56.97,72,0,18.41,clear sky
369,Cairns,AU,-16.9167,145.7667,74.07,93,9,0.0,clear sky
370,Port Lincoln,AU,-34.7333,135.8667,52.25,67,76,25.84,broken clouds
371,Denia,ES,38.8408,0.1057,78.33,68,42,4.0,scattered clouds
372,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,27,40,23.02,scattered clouds
373,Katobu,ID,-4.9408,122.5276,73.56,93,13,2.48,few clouds
374,Dharapuram,IN,10.7333,77.5167,78.64,86,100,10.74,overcast clouds
375,Rongcheng,CN,30.634,117.8517,74.55,80,0,4.14,clear sky
376,Pontes E Lacerda,BR,-15.2261,-59.3353,90.82,41,100,6.82,overcast clouds
377,Najran,SA,17.4924,44.1277,84.85,30,84,3.18,broken clouds
378,Geraldton,AU,-28.7667,114.6,46.81,93,0,0.0,clear sky
379,Enshi,CN,30.3,109.4833,71.17,86,0,0.29,clear sky
380,Dabakala,CI,8.3667,-4.4333,80.67,75,85,4.32,overcast clouds
381,Acajutla,SV,13.5928,-89.8275,95.34,69,33,5.55,scattered clouds
382,Altay,CN,47.8667,88.1167,33.06,44,100,4.88,overcast clouds
383,Namatanai,PG,-3.6667,152.4333,79.12,79,100,4.59,overcast clouds
384,Guilin,CN,25.2819,110.2864,75.31,75,8,0.76,clear sky
385,Ternate,ID,0.8,127.4,80.55,79,100,5.19,overcast clouds
386,Pozo Colorado,PY,-23.4923,-58.7972,75.49,82,100,12.06,overcast clouds
387,Kargasok,RU,59.0556,80.8572,32.65,97,99,5.95,overcast clouds
388,Palembang,ID,-2.9167,104.7458,76.32,91,100,2.08,overcast clouds
389,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,77,3,21.09,clear sky
390,Leo,BF,11.1,-2.1,82.6,56,15,5.19,few clouds
391,Kloulklubed,PW,7.0419,134.2556,83.19,74,97,7.94,overcast clouds
392,Cortez,US,37.3489,-108.5859,69.93,40,1,0.0,clear sky
393,Okha,RU,53.5739,142.9478,45.03,67,91,18.12,overcast clouds
394,Vila Velha,BR,-20.3297,-40.2925,85.95,54,0,14.97,clear sky
395,Pangnirtung,CA,66.1451,-65.7125,32.0,100,75,8.05,broken clouds
396,Nara,JP,34.6851,135.8049,70.97,71,2,3.0,clear sky
397,Bulgan,MN,48.8125,103.5347,30.63,84,10,1.68,clear sky
398,Pangai,TO,-19.8,-174.35,75.31,78,75,23.02,broken clouds
399,Corrales,US,35.2378,-106.6067,76.26,39,1,1.01,clear sky
400,Tondano,ID,1.3038,124.9112,68.09,93,100,2.98,overcast clouds
401,Kushmurun,KZ,52.4503,64.6311,38.64,73,100,14.9,overcast clouds
402,Aksha,RU,50.2814,113.2867,35.4,80,100,4.43,overcast clouds
403,Barreirinhas,BR,-2.7469,-42.8264,85.84,58,17,14.85,few clouds
404,Northam,GB,51.0333,-4.2167,57.15,79,13,15.97,few clouds
405,Guanica,PR,17.9716,-66.908,90.23,68,92,11.01,overcast clouds
406,San Cristobal,VE,7.7669,-72.225,82.58,57,100,5.66,overcast clouds
407,Tumpat,MY,6.1978,102.171,78.78,94,20,3.44,few clouds
408,Kirkland Lake,CA,48.1446,-80.0377,55.69,76,17,6.53,few clouds
409,Ereymentau,KZ,51.6199,73.1033,35.83,91,100,8.21,overcast clouds
410,Gaoua,BF,10.2992,-3.2508,79.54,70,41,7.67,scattered clouds
411,Pontianak,ID,-0.0333,109.3333,75.18,94,40,0.0,scattered clouds
412,Mana,GF,5.6592,-53.7767,84.34,70,42,10.11,scattered clouds
413,Bela,IN,25.9333,81.9833,80.49,82,92,5.86,light rain
414,Dinghai,CN,26.2847,119.7936,79.72,75,57,18.25,broken clouds
415,Nouakchott,MR,18.0858,-15.9785,85.93,75,1,13.27,clear sky
416,Gloversville,US,43.0528,-74.3438,64.65,90,100,1.25,light rain
417,Porbandar,IN,21.6422,69.6093,81.48,84,15,7.05,few clouds
418,Vanimo,PG,-2.6741,141.3028,76.1,86,95,3.2,overcast clouds
419,Kruisfontein,ZA,-34.0033,24.7314,54.88,72,94,6.13,overcast clouds
420,Amarwara,IN,22.3,79.1667,71.74,89,63,2.84,broken clouds
421,Petrovsk,RU,52.3064,45.3917,40.78,69,47,6.15,scattered clouds
422,Maniitsoq,GL,65.4167,-52.9,40.1,71,95,3.18,overcast clouds
423,Mocajuba,BR,-2.5842,-49.5072,85.77,58,100,3.87,overcast clouds
424,Stromness,GB,58.965,-3.296,50.25,87,100,17.0,moderate rain
425,Puerto Madryn,AR,-42.7692,-65.0385,61.56,29,12,17.11,few clouds
426,Aklavik,CA,68.2191,-135.0107,34.52,93,90,12.66,overcast clouds
427,Rila,BG,42.1333,23.1333,54.99,50,41,3.44,scattered clouds
428,Pitkyaranta,RU,61.5734,31.4792,48.0,85,0,11.52,clear sky
429,Dengzhou,CN,37.8086,120.7508,70.41,97,100,6.62,moderate rain
430,Castrovillari,IT,39.8203,16.2123,64.29,77,18,1.54,few clouds
431,Paracatu,BR,-17.2222,-46.8747,98.13,18,56,6.33,broken clouds
432,Blagoyevo,RU,63.3667,47.9167,41.9,84,100,3.49,overcast clouds
433,Kifri,IQ,34.6959,44.9661,85.78,20,4,10.2,clear sky
434,Duekoue,CI,6.7472,-7.3496,75.47,89,9,2.26,light rain
435,De Aar,ZA,-30.6497,24.0123,51.31,13,0,3.31,clear sky
436,Inta,RU,66.0317,60.1659,31.35,86,63,7.05,broken clouds
437,Malakal,SS,9.5334,31.6605,74.34,80,10,3.74,clear sky
438,Crotone,IT,39.0851,17.1178,69.75,73,0,3.44,clear sky
439,Chase,CA,50.8165,-119.6857,65.37,43,64,7.34,broken clouds
440,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,69,75,17.27,broken clouds
441,Darhan,MN,49.4867,105.9228,35.56,79,97,1.28,overcast clouds
442,Tiznit,MA,29.5833,-9.5,63.77,72,100,4.72,overcast clouds
443,Ponta Do Sol,PT,32.6667,-17.1,76.71,74,100,3.74,overcast clouds
444,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.14,58,73,10.76,broken clouds
445,Synya,RU,65.3718,58.0387,30.11,85,48,3.8,scattered clouds
446,Gravdal,NO,68.1214,13.5031,53.49,71,75,21.85,light intensity shower rain
447,Bobrovka,RU,54.047,61.7455,32.22,78,19,8.1,few clouds
448,Rio Gallegos,AR,-51.6226,-69.2181,60.85,23,75,31.07,broken clouds
449,Oistins,BB,13.0667,-59.5333,89.69,58,20,23.02,few clouds
450,Fuxin,CN,42.0156,121.6589,54.48,53,100,12.95,light rain
451,Sisimiut,GL,66.9395,-53.6735,37.33,72,15,3.71,few clouds
452,Mugur-Aksy,RU,50.35,90.5,9.3,76,32,3.91,scattered clouds
453,Ozinki,RU,51.1786,49.6769,51.51,53,100,5.59,overcast clouds
454,Mfou,CM,3.7159,11.6427,78.66,78,20,2.3,thunderstorm
455,Teguise,ES,29.0605,-13.564,71.82,64,20,18.41,few clouds
456,Ranong,TH,9.9658,98.6348,77.92,86,62,3.18,broken clouds
457,Tianpeng,CN,30.9866,103.9393,77.47,92,36,8.25,light rain
458,Micheweni,TZ,-4.9667,39.8333,75.88,77,73,9.4,broken clouds
459,Kavieng,PG,-2.5744,150.7967,80.92,74,100,2.73,overcast clouds
460,Kawalu,ID,-7.3817,108.2082,70.74,94,66,1.57,broken clouds
461,Strezhevoy,RU,60.7333,77.5889,31.98,91,17,5.99,few clouds
462,Bairnsdale,AU,-37.8333,147.6167,59.47,94,79,1.01,broken clouds
463,Xining,CN,36.6167,101.7667,38.66,90,100,0.76,overcast clouds
464,El Paso,US,31.8001,-106.2005,79.09,31,20,4.61,few clouds
465,Rennes,FR,48.1667,-1.6667,57.24,72,0,8.05,clear sky
466,Ishigaki,JP,24.3448,124.1572,83.05,69,0,18.79,clear sky
467,Ligayan,PH,4.6533,119.4706,83.12,70,100,3.49,overcast clouds
468,Ife,NG,7.4667,4.5667,73.26,95,100,1.59,overcast clouds
469,Cam Ranh,VN,11.9214,109.1591,78.76,83,75,4.61,broken clouds
470,Phuket,TH,8.0,98.25,87.1,83,20,5.75,few clouds
471,Atbasar,KZ,51.8,68.3333,37.38,66,99,13.35,overcast clouds
472,Anadyr,RU,64.75,177.4833,37.9,86,40,8.01,scattered clouds
473,San Vicente,AR,-26.6167,-54.1333,66.81,91,100,2.8,moderate rain
474,Carutapera,BR,-1.195,-46.02,85.35,64,100,11.9,overcast clouds
475,Cabo San Lucas,MX,22.8909,-109.9124,92.52,62,20,6.91,few clouds
476,Port Hedland,AU,-20.3167,118.5667,60.85,72,5,8.05,clear sky
477,Salalah,OM,17.0151,54.0924,82.49,83,75,8.05,broken clouds
478,Isla Vista,US,34.4133,-119.861,97.68,32,1,6.91,clear sky
479,Uvarovka,RU,55.5278,35.6061,41.94,77,100,4.61,light rain
480,Penarroya-Pueblonuevo,ES,38.3,-5.2667,62.71,51,1,6.98,clear sky
481,Bandarbeyla,SO,9.4942,50.8122,78.6,86,97,21.5,overcast clouds
482,Chelno-Vershiny,RU,54.4333,51.1,45.27,86,100,6.42,overcast clouds
483,Muros,ES,42.7762,-9.0603,62.83,80,21,6.49,few clouds
484,Khilok,RU,51.3674,110.4676,32.09,94,100,5.26,overcast clouds
485,Tsiroanomandidy,MG,-18.7667,46.0333,73.27,51,49,1.36,scattered clouds
486,Shubarshi,KZ,48.5872,57.1869,50.56,62,100,6.93,overcast clouds
487,Tatawin,TN,32.9297,10.4518,86.88,48,2,13.0,clear sky
488,Lake City,US,30.1897,-82.6393,87.75,51,75,3.44,broken clouds
489,Haukipudas,FI,65.1765,25.3523,52.14,76,100,19.82,overcast clouds
490,Troitsko-Pechorsk,RU,62.7084,56.1964,30.76,81,30,1.86,scattered clouds
491,Korla,CN,41.7597,86.1469,50.27,43,0,3.87,clear sky
492,Sicuani,PE,-14.2694,-71.2261,61.16,42,100,16.93,overcast clouds
493,Katsuura,JP,35.1333,140.3,70.11,79,0,8.52,clear sky
494,Tazovskiy,RU,67.4667,78.7,33.4,84,100,8.59,overcast clouds
495,Plettenberg Bay,ZA,-34.0527,23.3716,51.8,79,19,7.09,light rain
496,Skagen,DK,57.7209,10.5839,58.26,94,100,15.75,light rain
497,Namtsy,RU,62.7161,129.6658,23.11,91,6,5.3,clear sky
498,Gat,IL,31.61,34.7642,77.68,72,15,6.55,few clouds
499,Ulladulla,AU,-35.35,150.4667,61.7,87,95,3.44,overcast clouds
500,Codrington,AU,-38.2667,141.9667,49.8,91,45,15.52,scattered clouds
501,Fairbanks,US,64.8378,-147.7164,34.3,94,90,1.01,mist
502,Thinadhoo,MV,0.5333,72.9333,83.3,75,100,16.71,overcast clouds
503,Burns Lake,CA,54.2331,-125.7533,42.22,42,3,12.97,clear sky
504,La Massana,AD,42.5667,1.4833,52.68,98,100,6.33,light rain
505,Matagami,CA,49.7502,-77.6328,60.91,55,1,6.91,clear sky
506,Shakhunya,RU,57.6758,46.6114,43.32,91,100,3.6,overcast clouds
507,Taltal,CL,-25.4,-70.4833,64.33,64,19,9.53,few clouds
508,George Town,MY,5.4112,100.3354,81.9,87,20,5.01,few clouds
509,Conde,BR,-7.2597,-34.9075,85.46,58,40,13.8,scattered clouds
510,Storsteinnes,NO,69.2408,19.2344,54.25,84,100,9.82,light rain
511,Tobol,KZ,52.6844,62.5794,35.01,79,39,11.79,scattered clouds
512,Ayagoz,KZ,47.9714,80.4392,38.64,59,100,4.72,overcast clouds
513,Velikiy Ustyug,RU,60.7644,46.3106,43.7,86,100,2.48,overcast clouds
514,Mondlo,ZA,-27.983,30.7177,48.2,88,100,9.22,overcast clouds
515,Charleston,US,32.7766,-79.9309,80.13,86,75,1.99,light rain
516,Bayir,TR,37.2687,28.2167,64.92,36,0,4.54,clear sky
517,Jiancheng,CN,30.391,104.5491,79.81,92,100,11.61,overcast clouds
518,Yangambi,CD,0.8102,24.4336,70.56,97,71,2.3,broken clouds
519,Sur,OM,22.5667,59.5289,83.1,77,100,16.6,overcast clouds
520,Vanavara,RU,60.34,102.2797,30.58,94,68,4.36,broken clouds
521,Mikuni,JP,36.2171,136.1519,66.11,79,0,9.6,clear sky
522,Bilibino,RU,68.0546,166.4372,12.52,97,89,3.51,overcast clouds
523,Beckley,US,37.7782,-81.1882,73.83,73,90,1.01,overcast clouds
524,Ucluelet,CA,48.9329,-125.5528,58.08,92,74,1.01,broken clouds
525,Ichhawar,IN,23.0167,77.0167,77.09,92,27,5.53,scattered clouds
526,Salta,AR,-24.7859,-65.4117,52.39,79,90,3.0,overcast clouds
527,Bima,ID,-8.4667,118.7167,74.62,85,45,5.03,scattered clouds
528,Carson City,US,39.1638,-119.7674,77.05,16,1,0.0,clear sky
529,Ruthin,GB,53.1137,-3.3178,55.31,93,7,10.78,light rain
530,Diamantino,BR,-14.4086,-56.4461,94.39,34,96,6.24,overcast clouds
531,Ahuimanu,US,21.4447,-157.8378,80.46,78,75,9.22,light rain
532,Gujar Khan,PK,33.2558,73.3026,78.64,70,0,3.62,clear sky
533,High Level,CA,58.5169,-117.136,42.91,61,75,6.91,broken clouds
534,Tukrah,LY,32.5341,20.5791,71.37,66,0,13.49,clear sky
535,Saint Anthony,US,45.0205,-93.218,72.1,72,40,3.0,scattered clouds
536,Asau,RO,46.4333,26.4,51.76,87,0,2.06,clear sky
537,Kasli,RU,55.8909,60.7616,32.54,76,99,5.61,overcast clouds
538,Clarence Town,AU,-32.5833,151.7833,65.55,70,82,3.58,broken clouds
539,Makakilo City,US,21.3469,-158.0858,79.29,80,40,5.75,light intensity drizzle
540,Suez,EG,29.9737,32.5263,72.03,70,0,11.79,clear sky
541,Prince Rupert,CA,54.3161,-130.3201,47.89,77,75,8.05,light rain
542,Aksarka,RU,66.5606,67.7975,29.16,76,75,7.47,broken clouds
543,Los Altos,US,37.3852,-122.1141,91.26,41,1,4.0,smoke
544,Lakhdenpokhya,RU,61.5198,30.1992,49.82,85,3,10.56,clear sky
545,Veisiejai,LT,54.1,23.7,51.58,69,97,12.03,overcast clouds
546,Romita,MX,20.8667,-101.5167,72.41,56,75,0.0,broken clouds
547,Shimoda,JP,34.6667,138.95,67.1,80,24,0.92,few clouds
548,Gouyave,GD,12.1646,-61.7296,86.77,70,20,28.77,few clouds
549,Saint-Ambroise,CA,48.5501,-71.3324,52.9,71,51,3.44,broken clouds
550,San Luis,AR,-33.295,-66.3356,64.24,16,0,9.06,clear sky
551,Bud,US,39.447,-86.1758,75.85,87,100,11.14,overcast clouds
552,Touros,BR,-5.1989,-35.4608,86.9,65,15,17.25,few clouds
553,Kahului,US,20.8947,-156.47,81.97,71,20,4.61,few clouds
554,Chardara,KZ,41.2547,67.9692,50.52,42,0,10.07,clear sky
555,Ndele,CF,8.4109,20.6473,71.2,90,43,1.81,scattered clouds
556,Belaya Rechka,RU,43.4381,43.535,45.03,93,90,2.24,mist
557,Kavaratti,IN,10.5669,72.642,81.63,79,100,10.67,overcast clouds
558,Staryy Nadym,RU,65.6118,72.6842,32.67,79,100,6.67,overcast clouds
559,Srednekolymsk,RU,67.45,153.6833,23.22,94,95,4.25,overcast clouds
560,Hervey Bay,AU,-25.2986,152.8535,73.04,94,9,14.5,clear sky
561,Tera,NE,14.0078,0.7531,94.28,18,6,4.7,clear sky
562,Hami,CN,42.8,93.45,48.45,33,0,6.17,clear sky
563,Dingle,PH,10.9995,122.6711,75.24,94,100,6.38,light rain
564,Harper,LR,4.375,-7.7169,78.42,88,100,7.23,light rain
565,Urumqi,CN,43.801,87.6005,40.15,70,0,2.24,clear sky
566,Guerrero Negro,MX,27.9769,-114.0611,85.93,39,24,3.38,few clouds
567,Miles City,US,46.4083,-105.8406,72.57,24,1,5.75,clear sky
568,Outjo,NA,-20.1167,16.15,68.25,8,0,4.47,clear sky
569,Los Andes,CL,-32.8337,-70.5983,69.89,21,3,7.14,clear sky
570,Salamiyah,SY,35.0113,37.0532,67.95,75,0,15.68,clear sky
571,Bhuj,IN,23.2667,69.6667,80.89,82,5,10.56,clear sky
572,Olovyannaya,RU,50.95,115.5667,36.77,55,100,3.44,overcast clouds
573,Cheyenne,US,41.14,-104.8203,73.09,17,1,13.8,clear sky
574,Alexandria,EG,31.2156,29.9553,75.16,64,40,12.66,scattered clouds
575,Skibbereen,IE,51.55,-9.2667,51.6,83,98,15.12,overcast clouds
576,Tessalit,ML,20.1986,1.0114,91.74,11,98,11.48,overcast clouds
577,Qasigiannguit,GL,68.8193,-51.1922,30.45,71,100,1.81,overcast clouds
578,Lagoa Da Prata,BR,-20.0225,-45.5436,90.32,33,62,15.68,broken clouds
579,San Rafael,AR,-34.6177,-68.3301,64.04,12,0,8.5,clear sky
580,Cockburn Town,TC,21.4612,-71.1419,84.16,70,75,6.91,broken clouds
581,Itacoatiara,BR,-3.1431,-58.4442,92.66,45,95,3.94,overcast clouds
582,Kaihua,CN,23.3687,104.28,64.47,96,93,6.17,overcast clouds
583,Tumaco,CO,1.7986,-78.8156,79.79,81,69,11.16,light rain
584,Kondoa,TZ,-4.9,35.7833,70.12,42,100,7.83,overcast clouds
585,Longyan,CN,25.1072,117.0225,70.07,97,0,1.88,light rain
586,Karratha,AU,-20.7377,116.8463,70.23,68,0,11.14,clear sky
587,Fuerte Olimpo,PY,-21.0415,-57.8738,96.55,36,90,13.78,overcast clouds
588,Morant Bay,JM,17.8815,-76.4093,87.42,73,46,10.33,scattered clouds
589,Thaton,MM,16.9206,97.3714,76.03,94,75,2.46,broken clouds
590,Mielec,PL,50.2871,21.4239,58.01,55,14,12.01,few clouds
591,Nuevo Progreso,MX,23.1667,-97.95,83.59,72,88,1.99,overcast clouds
592,Rundu,NA,-17.9333,19.7667,75.78,13,26,5.44,scattered clouds
593,Sabha,LY,27.0377,14.4283,80.89,28,3,9.22,clear sky
594,Iquique,CL,-20.2208,-70.1431,62.64,68,16,6.02,few clouds
595,Nouadhibou,MR,20.931,-17.0347,73.38,78,0,17.27,clear sky
596,Rawson,AR,-43.3002,-65.1023,60.71,31,16,13.18,few clouds
597,Melbu,NO,68.5044,14.8297,53.62,66,75,12.66,broken clouds
598,Ostersund,SE,63.1792,14.6357,53.62,83,100,7.0,light rain
599,Port Macquarie,AU,-31.4333,152.9167,57.16,67,100,6.53,overcast clouds
600,Mokhsogollokh,RU,61.4681,128.9203,24.89,88,13,4.18,few clouds
601,Riviere-Au-Renard,CA,48.9957,-64.3971,52.09,93,100,9.93,overcast clouds
602,Ossora,RU,59.2353,163.0719,43.41,95,100,32.14,moderate rain
603,Qui Nhon,VN,13.7667,109.2333,76.93,90,100,7.05,overcast clouds
604,Komsomolskiy,UZ,40.4272,71.7189,57.92,77,75,2.3,broken clouds
605,Magsalangi,PH,12.1828,123.5666,78.4,90,100,12.71,moderate rain
606,Hasaki,JP,35.7333,140.8333,64.29,81,0,8.66,clear sky
607,Yerbogachen,RU,61.2767,108.0108,33.78,84,100,4.63,overcast clouds
608,Escarcega,MX,18.6089,-90.7454,95.25,36,93,1.45,overcast clouds
609,Andros Town,BS,24.7,-77.7667,87.76,63,14,15.14,few clouds
610,Sechura,PE,-5.5569,-80.8222,77.88,53,21,14.41,few clouds
611,Luanda,AO,-8.8368,13.2343,75.2,78,40,10.36,scattered clouds
612,Clyde,US,41.3042,-82.9752,76.75,72,100,11.61,overcast clouds
613,Manokwari,ID,-0.8667,134.0833,78.71,76,100,4.0,overcast clouds
614,Shetpe,KZ,44.1667,52.1167,55.02,25,96,13.96,overcast clouds
615,Lerwick,GB,60.1545,-1.1494,50.0,89,100,36.08,overcast clouds
616,Sorland,NO,67.667,12.6934,53.67,83,100,19.86,light rain
617,Tefe,BR,-3.3542,-64.7114,84.31,74,20,1.88,few clouds
618,Kayerkan,RU,69.3497,87.7602,21.06,96,99,2.55,overcast clouds
619,Rockhampton,AU,-23.3833,150.5,73.29,83,90,5.75,overcast clouds
620,Goroka,PG,-6.0834,145.3873,61.32,97,83,1.86,broken clouds
621,Wiarton,CA,44.7407,-81.1332,72.23,94,75,3.44,mist
622,Amahai,ID,-3.3333,128.9167,75.45,86,87,3.02,overcast clouds
623,La Libertad,EC,-2.2333,-80.9,74.86,69,75,8.05,broken clouds
624,Kadipur,IN,26.1667,82.3833,78.8,85,38,5.26,heavy intensity rain
625,Kalmunai,LK,7.4167,81.8167,80.49,81,100,5.46,overcast clouds
626,Karpathos,GR,35.507,27.2132,67.96,68,20,25.32,few clouds
627,Khani,GE,41.9563,42.9566,49.57,97,100,2.19,overcast clouds
628,Shitanjing,CN,39.2342,106.3439,52.47,39,100,6.26,overcast clouds
629,Cuenca,EC,-2.8833,-78.9833,75.33,35,75,11.5,light rain
630,Jambusar,IN,22.05,72.8,85.26,69,37,6.82,scattered clouds
631,Dakar,SN,14.6937,-17.4441,86.88,72,17,6.58,few clouds
632,Mega,ET,4.05,38.3,70.92,49,100,9.66,overcast clouds
633,Manzil Kamil,TN,35.6248,10.6673,84.38,73,20,14.97,few clouds
634,Coahuayana,MX,18.7333,-103.6833,89.08,56,100,6.02,overcast clouds
635,Along,IN,28.1667,94.7667,71.22,97,100,0.43,overcast clouds
636,Ludhiana,IN,30.9,75.85,79.52,70,23,4.14,few clouds
637,Boyolangu,ID,-8.1181,111.8935,74.16,88,69,5.19,broken clouds
638,Hudson Bay,CA,52.85,-102.3842,70.11,23,100,9.1,overcast clouds
639,Ijero,NG,6.4819,3.3803,81.72,78,7,10.22,clear sky
640,Santa Maria,BR,-29.6842,-53.8069,72.7,68,75,5.75,broken clouds
641,South Lake Tahoe,US,38.9332,-119.9844,71.47,21,1,3.44,clear sky
642,Greenwood,US,34.1668,-82.1165,83.97,63,20,5.75,few clouds
643,Mayumba,GA,-3.432,10.6554,76.48,83,96,6.85,overcast clouds
644,Motygino,RU,58.1831,94.7592,26.38,97,45,3.42,scattered clouds
645,Kedrovyy,RU,56.1667,91.8167,23.41,84,96,2.48,overcast clouds
646,Namibe,AO,-15.1961,12.1522,62.37,83,67,4.09,broken clouds
647,Shirvan,AZ,39.9509,48.8994,65.14,63,100,5.53,overcast clouds
648,Yamada,JP,39.4667,141.95,60.87,90,7,8.77,clear sky
649,Juneau,US,58.3019,-134.4197,41.22,93,90,5.75,moderate rain
650,Mayo,US,38.8876,-76.5119,89.08,71,44,5.01,scattered clouds
651,Chumikan,RU,54.7183,135.315,36.28,71,98,10.67,overcast clouds
652,Veraval,IN,20.9,70.3667,80.62,84,14,7.07,few clouds
653,Hammerfest,NO,70.6634,23.6821,51.53,66,0,19.57,clear sky
654,Mwense,ZM,-10.3845,28.698,73.87,71,90,2.68,light rain
655,Kropachevo,RU,55.0112,57.9896,34.77,69,100,7.74,overcast clouds
656,Fort Nelson,CA,58.8053,-122.7002,44.19,61,75,4.61,broken clouds
657,Djibo,BF,14.1022,-1.6306,94.53,12,23,6.55,few clouds
658,Luyang,CN,27.6239,110.0989,73.04,73,0,2.82,clear sky
659,Cabra,ES,37.4725,-4.4421,63.7,89,7,1.01,clear sky
660,Labelle,US,26.7617,-81.4384,91.98,44,44,9.13,scattered clouds
661,Isiro,CD,2.7739,27.616,67.14,99,93,2.24,overcast clouds
662,Grand-Lahou,CI,5.1367,-5.0242,77.31,88,100,5.57,overcast clouds
663,Ust-Nera,RU,64.5667,143.2,22.59,92,23,2.91,few clouds
664,Calabozo,VE,8.9242,-67.4293,87.51,56,99,5.59,overcast clouds
665,Road Town,VG,18.4167,-64.6167,87.89,66,40,11.5,scattered clouds
666,Boffa,GN,10.1667,-14.0333,82.51,89,98,4.12,overcast clouds
667,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.37,41,100,11.65,overcast clouds
668,Sawtell,AU,-30.3833,153.1,59.02,87,68,3.44,broken clouds
669,Pathein,MM,16.7833,94.7333,77.76,91,100,2.39,overcast clouds
670,Balagansk,RU,54.0103,103.0544,33.51,79,79,1.9,broken clouds
671,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.65,47,100,3.65,overcast clouds
672,Sesimbra,PT,38.4445,-9.1015,66.27,64,100,16.93,overcast clouds
673,Kibiti,TZ,-7.7218,38.9375,67.68,86,40,4.56,scattered clouds
674,Paredon,MX,16.0333,-93.8667,88.52,64,49,9.64,scattered clouds
675,Gonen,TR,40.1049,27.654,64.36,36,12,9.13,few clouds
676,Lazaro Cardenas,MX,17.9583,-102.2,85.8,64,9,6.02,clear sky
677,Dillon,US,34.4166,-79.3712,85.87,41,100,6.55,overcast clouds
678,Alvik,SE,60.7477,14.8746,55.13,94,100,16.75,light rain
679,Champerico,GT,14.3,-91.9167,89.76,74,23,7.02,few clouds
680,Skibotn,NO,69.3913,20.2679,53.69,87,100,22.68,light rain
681,Baruun-Urt,MN,46.6806,113.2792,33.15,88,12,3.89,few clouds
682,Inongo,CD,-1.95,18.2667,71.98,93,57,3.71,light rain
683,Lima,PE,-12.0432,-77.0282,62.85,74,90,1.01,overcast clouds
684,Akyab,MM,20.15,92.9,80.8,81,66,4.92,broken clouds
685,Dzhebariki-Khaya,RU,62.2167,135.8,26.78,93,13,2.28,few clouds
686,Saint-Augustin,CA,51.226,-58.6502,43.2,88,100,8.23,overcast clouds
687,Roma,US,43.2128,-75.4557,64.67,93,90,9.22,overcast clouds
688,Okato,NZ,-39.2,173.8833,59.41,98,100,11.03,overcast clouds
689,Zhanakorgan,KZ,43.9098,67.2495,50.07,38,0,9.06,clear sky
690,Bartica,GY,6.4,-58.6167,77.32,88,100,3.02,heavy intensity rain
691,Kupang,ID,-10.1667,123.5833,75.88,84,27,4.7,scattered clouds
692,Teguldet,RU,57.3064,88.1667,26.69,98,84,3.56,broken clouds
